entry_date,exit_date,entry_price,exit_price,pnl,return_pct,exit_reason,regime
2019-04-05,2019-04-11,105.19999694824219,106.16000366210938,400.7229128304167,0.9125539369925217,SIGNAL_EXIT,STRONG_UPTREND
2019-04-22,2019-04-26,109.36000061035156,104.72000122070312,-1880.1402613987052,-4.242867011477713,STOP_LOSS,STRONG_UPTREND
2019-04-30,2019-05-02,106.31999969482422,102.55999755859375,-1500.6350628760683,-3.5364956236107914,STOP_LOSS,UPTREND
2019-05-15,2019-05-23,103.76000213623047,96.72000122070312,-2777.2037528428896,-6.784888946209023,STOP_LOSS,NEUTRAL
2019-11-15,2019-11-18,96.63999938964844,95.19999694824219,-397.97488970147486,-1.4900687608660035,SIGNAL_EXIT,STRONG_UPTREND
2019-11-21,2019-11-29,97.5999984741211,92.95999908447266,-1795.0053326687053,-4.754097809621117,STOP_LOSS,NEUTRAL
2019-12-16,2019-12-20,100.72000122070312,101.04000091552734,114.25567286227847,0.31771216336964336,SIGNAL_EXIT,STRONG_UPTREND
2019-12-26,2019-12-30,103.12000274658203,103.12000274658203,0.0,0.0,SIGNAL_EXIT,STRONG_UPTREND
2020-01-03,2020-01-08,105.44000244140625,101.27999877929688,-1423.343935347124,-3.945375157233255,STOP_LOSS,STRONG_UPTREND
2020-08-17,2020-08-20,30.770000457763672,30.520000457763672,-197.08354965142294,-0.8124796759205855,SIGNAL_EXIT,UPTREND
2020-08-25,2020-09-02,30.920000076293945,29.860000610351562,-826.8504958984403,-3.4282000754426667,STOP_LOSS,RANGING
2020-12-10,2020-12-11,32.11000061035156,31.940000534057617,-178.04204250246588,-0.5294303116242904,SIGNAL_EXIT,STRONG_UPTREND
2020-12-15,2020-12-21,32.540000915527344,32.63999938964844,102.79788584120064,0.30730937709770867,SIGNAL_EXIT,STRONG_UPTREND
2021-01-07,2021-01-15,34.529998779296875,35.34000015258789,787.1004197322194,2.345790332829867,SIGNAL_EXIT,STRONG_UPTREND
2021-01-19,2021-01-22,35.75,35.22999954223633,-499.50359201573804,-1.4545467350032815,SIGNAL_EXIT,STRONG_UPTREND
2021-02-12,2021-02-18,39.939998626708984,40.27000045776367,279.6120163163237,0.8262439719614934,SIGNAL_EXIT,STRONG_UPTREND
2021-02-22,2021-02-26,41.279998779296875,41.310001373291016,24.799346999912224,0.07268070465444865,SIGNAL_EXIT,STRONG_UPTREND
2021-03-04,2021-03-09,43.06999969482422,43.11000061035156,31.712589986314406,0.0928741950563472,SIGNAL_EXIT,STRONG_UPTREND
2021-03-10,2021-03-18,43.7400016784668,40.470001220703125,-2555.1054495527114,-7.4759952727059265,STOP_LOSS,STRONG_UPTREND
2021-04-14,2021-04-21,43.040000915527344,41.77000045776367,-933.094947584028,-2.9507444952342032,SIGNAL_EXIT,STRONG_UPTREND
2021-05-03,2021-05-10,43.97999954223633,44.47999954223633,348.9002046829254,1.1368804120150733,SIGNAL_EXIT,STRONG_UPTREND
2021-05-11,2021-05-13,44.869998931884766,43.810001373291016,-733.2377225080286,-2.362374824663771,SIGNAL_EXIT,STRONG_UPTREND
2021-06-01,2021-06-09,46.33000183105469,47.58000183105469,817.6376799305496,2.69803572328402,SIGNAL_EXIT,STRONG_UPTREND
2021-06-11,2021-06-17,48.06999969482422,48.040000915527344,-19.422485332149048,-0.0624064478621289,SIGNAL_EXIT,STRONG_UPTREND
2021-06-21,2021-06-28,49.36000061035156,49.540000915527344,113.42330850329809,0.3646683609198176,SIGNAL_EXIT,STRONG_UPTREND
2021-06-29,2021-06-30,49.88999938964844,49.880001068115234,-6.256027952535839,-0.020040732923476412,SIGNAL_EXIT,STRONG_UPTREND
2021-07-01,2021-07-06,50.619998931884766,49.900001525878906,-443.9221710175456,-1.422357608056657,SIGNAL_EXIT,STRONG_UPTREND
2021-07-09,2021-07-19,50.40999984741211,45.84000015258789,-2789.1761171978696,-9.065660997138103,STOP_LOSS,RANGING
2021-10-04,2021-10-06,54.4900016784668,54.15999984741211,-169.4353037271431,-0.6056190509993953,SIGNAL_EXIT,STRONG_UPTREND
2021-10-07,2021-10-08,55.36000061035156,55.470001220703125,55.2541902868187,0.1987005222882754,SIGNAL_EXIT,STRONG_UPTREND
2021-10-11,2021-10-12,56.18000030517578,56.11000061035156,-34.71704152891861,-0.12459895771443907,SIGNAL_EXIT,STRONG_UPTREND
2021-10-14,2021-10-18,56.810001373291016,56.959999084472656,73.47619670730123,0.2640339861920138,SIGNAL_EXIT,STRONG_UPTREND
2021-10-19,2021-10-21,57.41999816894531,57.40999984741211,-4.85842982632017,-0.017412612072509326,SIGNAL_EXIT,STRONG_UPTREND
2021-10-22,2021-10-27,58.029998779296875,56.900001525878906,-543.2268247964122,-1.9472639620683796,SIGNAL_EXIT,STRONG_UPTREND
2021-10-28,2021-11-03,57.400001525878906,55.34000015258789,-981.6839793818183,-3.5888524713057035,STOP_LOSS,STRONG_UPTREND
2021-11-08,2021-11-12,57.09000015258789,55.97999954223633,-512.7510083557994,-1.9442995399978957,SIGNAL_EXIT,STRONG_UPTREND
2021-11-15,2021-11-17,56.06999969482422,55.0,-493.47970470221,-1.9083283407311802,SIGNAL_EXIT,UPTREND
2021-11-18,2021-11-19,55.54999923706055,53.779998779296875,-808.2349998488169,-3.186319499682022,STOP_LOSS,NEUTRAL
2022-01-11,2022-01-13,58.15999984741211,58.27000045776367,46.44679599644207,0.18913447496589075,SIGNAL_EXIT,STRONG_UPTREND
2022-01-14,2022-01-24,59.970001220703125,60.11000061035156,57.437796681919615,0.23344903584912036,SIGNAL_EXIT,STRONG_UPTREND
2022-02-03,2022-02-08,63.5099983215332,63.619998931884766,42.71410940577563,0.17320203630719622,SIGNAL_EXIT,STRONG_UPTREND
2022-02-11,2022-02-15,65.73999786376953,64.27999877929688,-548.6467565324572,-2.220868773829532,SIGNAL_EXIT,STRONG_UPTREND
2022-03-02,2022-03-07,75.41999816894531,82.37000274658203,2225.946211071814,9.215068610938303,TAKE_PROFIT,STRONG_UPTREND
2022-03-11,2022-03-14,76.4000015258789,72.83999633789062,-1229.2944448277988,-4.659692561370443,STOP_LOSS,STRONG_UPTREND
2022-03-30,2022-03-31,77.91000366210938,74.12000274658203,-1223.5487948135712,-4.864588290823768,STOP_LOSS,STRONG_UPTREND
2022-04-13,2022-04-19,78.41999816894531,76.86000061035156,-476.0082680715617,-1.9892853800288823,SIGNAL_EXIT,STRONG_UPTREND
2022-04-21,2022-04-22,78.12000274658203,76.30999755859375,-543.3861077254719,-2.316954844279595,SIGNAL_EXIT,STRONG_UPTREND
2022-06-03,2022-06-06,89.47000122070312,88.38999938964844,-276.5395167007761,-1.2071105580858998,SIGNAL_EXIT,STRONG_UPTREND
2022-06-07,2022-06-15,90.04000091552734,86.93000030517578,-781.737277753339,-3.454021078108682,STOP_LOSS,STRONG_UPTREND
2022-11-11,2022-11-14,74.37999725341797,71.91000366210938,-507.9345297440926,-3.320776663775815,STOP_LOSS,NEUTRAL
2022-11-15,2022-11-17,73.25,70.13999938964844,-634.3170179836121,-4.245734621640363,STOP_LOSS,NEUTRAL
2023-04-24,2023-04-26,69.25,65.36000061035156,-1163.2746100922805,-5.617327638481495,STOP_LOSS,NEUTRAL
2023-07-27,2023-08-02,71.43000030517578,71.4800033569336,13.682347690685216,0.07000287210441325,SIGNAL_EXIT,STRONG_UPTREND
2023-08-04,2023-08-15,73.79000091552734,72.62000274658203,-310.12468929094933,-1.5855782008794006,SIGNAL_EXIT,STRONG_UPTREND
2023-09-12,2023-09-13,79.69999694824219,79.68000030517578,-4.829544932876105,-0.025089891884677584,SIGNAL_EXIT,STRONG_UPTREND
2023-09-14,2023-09-20,81.12000274658203,80.13999938964844,-232.48666630333446,-1.2080908823377534,SIGNAL_EXIT,STRONG_UPTREND
2023-09-26,2023-10-04,80.87999725341797,75.58999633789062,-1243.4675059833776,-6.5405552610893425,STOP_LOSS,NEUTRAL
2023-10-13,2023-10-24,78.98999786376953,76.93000030517578,-463.380358858876,-2.6079220335548436,SIGNAL_EXIT,UPTREND
2023-10-25,2023-10-30,78.45999908447266,76.05000305175781,-531.5384418418047,-3.071623834866688,STOP_LOSS,NEUTRAL
2024-02-15,2024-02-20,72.83999633789062,72.41999816894531,-67.7006921645821,-0.5766037754821207,SIGNAL_EXIT,UPTREND
2024-02-21,2024-02-23,73.19999694824219,71.91999816894531,-292.1188765104697,-1.7486322850558733,SIGNAL_EXIT,STRONG_UPTREND
2024-02-27,2024-02-29,73.8499984741211,73.36000061035156,-108.90389927892957,-0.6635042300525473,SIGNAL_EXIT,STRONG_UPTREND
2024-04-02,2024-04-09,80.79000091552734,81.1500015258789,72.65310732186559,0.44560045336299314,SIGNAL_EXIT,STRONG_UPTREND
2024-04-10,2024-04-17,82.08999633789062,78.91000366210938,-634.417818391734,-3.8737883026478404,STOP_LOSS,STRONG_UPTREND
2024-04-23,2024-05-01,79.9800033569336,75.93000030517578,-797.1778965009141,-5.063769544599184,STOP_LOSS,NEUTRAL
2024-07-11,2024-07-16,80.94000244140625,79.05999755859375,-347.14352064897184,-2.3227141414697505,SIGNAL_EXIT,STRONG_UPTREND
2024-07-17,2024-07-19,80.62000274658203,78.0,-474.4230934841661,-3.2498172380589607,STOP_LOSS,RANGING
